ticker,name,primary_exchange,latest_close,latest_close_date,average_daily_volume,average_daily_dollar_volume,price_bucket,adv_dollar_bucket,recent_gap_frequency_proxy,recent_range_expansion_proxy,overnight_planning_suitability_score,include_in_working_universe,exclusion_reason
DARE,"Dare Bioscience, Inc. Common Stock",XNAS,1.36,2026-03-24,81296,144614,below_5,adv_below_5m,0.7097,0.045013,0.3351,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DBCA,D. Boral Acquisition I Corp. Class A Ordinary Shares,XNAS,9.85,2026-03-24,118232,1163927,price_5_10,adv_below_5m,0.0,0.001637,0.1493,False,adv_dollar_below_5m; adv_shares_below_300k
DBD,"Diebold Nixdorf, Incorporated",XNYS,78.51,2026-03-24,272508,20089219,price_40_80,adv_20m_50m,0.5806,0.035022,0.5225,False,adv_shares_below_300k
DBGI,"Digital Brands Group, Inc. Common Stock",XNAS,2.13,2026-03-24,614436,3528114,below_5,adv_below_5m,0.7742,0.192831,0.6651,False,close_below_5.0; adv_dollar_below_5m
DC,Dakota Gold Corp.,XASE,4.55,2026-03-24,1826735,10731573,below_5,adv_5m_20m,0.8387,0.06184,0.6608,False,close_below_5.0
DCBO,Docebo Inc. Common Shares,XNAS,18.54,2026-03-24,201449,3828588,price_10_20,adv_below_5m,0.5645,0.042541,0.4419,False,adv_dollar_below_5m; adv_shares_below_300k
DCGO,DocGo Inc. Common Stock,XNAS,0.6438,2026-03-24,856890,656531,below_5,adv_below_5m,0.7742,0.077064,0.5047,False,close_below_5.0; adv_dollar_below_5m
DCO,Ducommun Incorporated,XNYS,123.91,2026-03-24,156846,18692490,price_80_200,adv_5m_20m,0.6129,0.035779,0.5343,False,adv_shares_below_300k
DCOM,"Dime Community Bancshares, Inc. Common Stock",XNAS,33.41,2026-03-24,285105,9306777,price_20_40,adv_5m_20m,0.5,0.032879,0.4319,False,adv_shares_below_300k
DCOMG,"Dime Community Bancshares, Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034",XNAS,26.47,2026-03-24,3541,93337,price_20_40,adv_below_5m,0.4032,0.007551,0.0775,False,adv_dollar_below_5m; adv_shares_below_300k
DCOY,Decoy Therapeutics Inc. Common Stock,XNAS,7.27,2026-03-24,206553,2913262,price_5_10,adv_below_5m,0.8039,0.111814,0.6381,False,adv_dollar_below_5m; adv_shares_below_300k
DCTH,Delcath Systems Inc,XNAS,8.98,2026-03-24,477130,4655028,price_5_10,adv_below_5m,0.5484,0.042466,0.4468,False,adv_dollar_below_5m
DCX,Digital Currency X Technology Inc. Class A Ordinary Shares,XNAS,1.68,2026-03-24,518151,2100089,below_5,adv_below_5m,0.7903,0.115408,0.6197,False,close_below_5.0; adv_dollar_below_5m
DDC,DDC Enterprise Limited,XASE,2.05,2026-03-24,76907,205466,below_5,adv_below_5m,0.8387,0.138897,0.5246,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DDD,3D Systems Corporation,XNYS,2.07,2026-03-24,3632750,8253359,below_5,adv_5m_20m,0.7581,0.072786,0.6384,False,close_below_5.0
DDS,Dillards Inc.,XNYS,567.32,2026-03-24,147281,92615819,price_500_plus,adv_50m_100m,0.6129,0.042762,0.6593,False,close_above_500.0; adv_shares_below_300k
DE,Deere & Company,XNYS,583.02,2026-03-24,1555593,882328066,price_500_plus,adv_100m_plus,0.4032,0.02575,0.5797,False,close_above_500.0
DEFT,"Defi Technologies, Inc.",XNAS,0.5858,2026-03-24,4096843,3343347,below_5,adv_below_5m,0.7742,0.084516,0.608,False,close_below_5.0; adv_dollar_below_5m
DERM,Journey Medical Corporation Common Stock,XNAS,6.91,2026-03-24,144433,1126835,price_5_10,adv_below_5m,0.5484,0.059782,0.4171,False,adv_dollar_below_5m; adv_shares_below_300k
DEVS,DevvStream Corp. Common Stock,XNAS,0.531,2026-03-24,961636,977158,below_5,adv_below_5m,0.7903,0.102645,0.5654,False,close_below_5.0; adv_dollar_below_5m
DFDV,DeFi Development Corp. Common Stock,XNAS,4.06,2026-03-24,1496954,7774157,below_5,adv_5m_20m,0.8387,0.105233,0.7061,False,close_below_5.0
DFIN,"Donnelley Financial Solutions, Inc.",XNYS,46.45,2026-03-24,266890,12770853,price_40_80,adv_5m_20m,0.4516,0.044631,0.4848,False,adv_shares_below_300k
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),XNAS,2.09,2026-03-24,610917,2018152,below_5,adv_below_5m,0.8226,0.10557,0.6204,False,close_below_5.0; adv_dollar_below_5m
DFNS,T3 Defense Inc. Common Stock,XNAS,0.8657,2026-03-24,1123097,3784649,below_5,adv_below_5m,0.4355,0.068363,0.4681,False,close_below_5.0; adv_dollar_below_5m
DFSC,DEFSEC Technologies Inc. Common Stock,XNAS,2.29,2026-03-24,148032,340111,below_5,adv_below_5m,0.7903,0.099253,0.5063,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DGICA,Donegal Group Inc,XNAS,17.25,2026-03-24,123061,2250750,price_10_20,adv_below_5m,0.3871,0.025242,0.264,False,adv_dollar_below_5m; adv_shares_below_300k
DGICB,Donegal Group Inc,XNAS,16.95,2026-03-24,4638,80573,price_10_20,adv_below_5m,0.8387,0.026419,0.2678,False,adv_dollar_below_5m; adv_shares_below_300k
DGNX,Diginex Limited Ordinary Shares,XNAS,0.53,2026-03-24,3365172,4328882,below_5,adv_below_5m,0.8065,0.153836,0.6827,False,close_below_5.0; adv_dollar_below_5m
DGXX,Digi Power X Inc. Subordinate Voting Shares,XNAS,2.34,2026-03-24,2658165,7190424,below_5,adv_5m_20m,0.7581,0.094237,0.6632,False,close_below_5.0
DH,Definitive Healthcare Corp. Class A Common Stock,XNAS,1.11,2026-03-24,419627,786126,below_5,adv_below_5m,0.5323,0.068725,0.4113,False,close_below_5.0; adv_dollar_below_5m
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,XNAS,16.8,2026-03-24,119031,2093581,price_10_20,adv_below_5m,0.5968,0.025509,0.3315,False,adv_dollar_below_5m; adv_shares_below_300k
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,XNAS,17.74,2026-03-24,41456,765442,price_10_20,adv_below_5m,0.2742,0.017304,0.1576,False,adv_dollar_below_5m; adv_shares_below_300k
DHIL,Diamond Hill Investment Group,XNAS,172.64,2026-03-24,27693,4738160,price_80_200,adv_below_5m,0.0,0.004352,0.2387,False,adv_dollar_below_5m; adv_shares_below_300k
DHX,"DHI Group, Inc.",XNYS,2.7,2026-03-24,602961,1249155,below_5,adv_below_5m,0.7742,0.082042,0.5491,False,close_below_5.0; adv_dollar_below_5m
DIBS,"1stdibs.com, Inc. Common Stock",XNAS,5.44,2026-03-24,203286,1128434,price_5_10,adv_below_5m,0.4516,0.048399,0.3518,False,adv_dollar_below_5m; adv_shares_below_300k
DIT,AMCON Distributing Co.,XASE,87.0,2026-03-24,1543,114849,price_80_200,adv_below_5m,0.8065,0.016077,0.2273,False,adv_dollar_below_5m; adv_shares_below_300k
DJCO,Daily Journal Corp,XNAS,488.02,2026-03-24,89280,48278925,price_200_500,adv_20m_50m,0.6129,0.063542,0.6789,False,adv_shares_below_300k
DKI,DarkIris Inc. Class A Ordinary Shares,XNAS,0.3692,2026-03-24,4672254,3704373,below_5,adv_below_5m,0.6935,0.12969,0.6292,False,close_below_5.0; adv_dollar_below_5m
DKL,"DELEK LOGISTICS PARTNERS, LP",XNYS,54.23,2026-03-24,68276,3473511,price_40_80,adv_below_5m,0.4677,0.030959,0.3485,False,adv_dollar_below_5m; adv_shares_below_300k
DLHC,DLH Holdings Corp.,XNAS,5.91,2026-03-24,10605,60663,price_5_10,adv_below_5m,0.7258,0.036373,0.2808,False,adv_dollar_below_5m; adv_shares_below_300k
DLNG,DYNAGAS LNG PARNERS LP,XNYS,4.1,2026-03-24,106487,424334,below_5,adv_below_5m,0.7419,0.043694,0.3851,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DLPN,"Dolphin Entertainment, Inc.",XNAS,1.54,2026-03-24,37418,59630,below_5,adv_below_5m,0.7903,0.051686,0.3578,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DLTH,Duluth Holdings Inc. Class B Common Stock,XNAS,3.18,2026-03-24,301381,892242,below_5,adv_below_5m,0.5323,0.058969,0.3949,False,close_below_5.0; adv_dollar_below_5m
DLXY,Delixy Holdings Limited Class A Ordinary Shares,XNAS,0.5844,2026-03-24,1597540,1788441,below_5,adv_below_5m,0.7742,0.14705,0.6171,False,close_below_5.0; adv_dollar_below_5m
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,XNAS,10.5,2026-03-24,70290,735081,price_10_20,adv_below_5m,0.0,0.001185,0.1201,False,adv_dollar_below_5m; adv_shares_below_300k
DMAC,DiaMedica Therapeutics Inc. Common Stock,XNAS,6.89,2026-03-24,213338,1702251,price_5_10,adv_below_5m,0.5645,0.059788,0.4471,False,adv_dollar_below_5m; adv_shares_below_300k
DMII,Drugs Made In America Acquisition II Corp. Ordinary Shares,XNAS,9.97,2026-03-24,114665,1141686,price_5_10,adv_below_5m,0.0,0.001317,0.1463,False,adv_dollar_below_5m; adv_shares_below_300k
DMLP,Dorchester Minerals LP,XNAS,27.7,2026-03-24,173523,4343583,price_20_40,adv_below_5m,0.5161,0.025471,0.3425,False,adv_dollar_below_5m; adv_shares_below_300k
DMRC,Digimarc Corporation,XNAS,4.36,2026-03-24,262767,1519057,below_5,adv_below_5m,0.6452,0.086497,0.5237,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DNMX,Dynamix Corporation III Class A Ordinary Shares,XNAS,9.92,2026-03-24,84338,835546,price_5_10,adv_below_5m,0.0,0.001141,0.1268,False,adv_dollar_below_5m; adv_shares_below_300k
DNN,Denison Mines Corp,XASE,3.51,2026-03-24,46746290,173080682,below_5,adv_100m_plus,0.7419,0.061516,0.7878,False,close_below_5.0
DNUT,"Krispy Kreme, Inc. Common Stock",XNAS,3.39,2026-03-24,2428269,8755595,below_5,adv_5m_20m,0.629,0.050149,0.5458,False,close_below_5.0
DOMH,Dominari Holdings Inc. Common Stock,XNAS,2.93,2026-03-24,143030,576983,below_5,adv_below_5m,0.6935,0.062232,0.4413,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DOMO,"Domo, Inc. Class B Common Stock",XNAS,3.39,2026-03-24,1813483,9257785,below_5,adv_5m_20m,0.6774,0.083489,0.6398,False,close_below_5.0
DOO,BRP Inc. Common Subordinate Voting Shares,XNAS,64.89,2026-03-24,184314,13328909,price_40_80,adv_5m_20m,0.4516,0.031769,0.4319,False,adv_shares_below_300k
DORM,"Dorman Products, Inc. New",XNAS,105.19,2026-03-24,230676,27163126,price_80_200,adv_20m_50m,0.3871,0.03249,0.4639,False,adv_shares_below_300k
DOUG,Douglas Elliman Inc.,XNYS,1.72,2026-03-24,750737,1676304,below_5,adv_below_5m,0.6613,0.056507,0.4753,False,close_below_5.0; adv_dollar_below_5m
DRCT,"Direct Digital Holdings, Inc. Class A Common Stock",XNAS,0.827,2026-03-24,2632653,9294795,below_5,adv_5m_20m,0.7742,0.161002,0.7207,False,close_below_5.0
DRDB,Roman DBDR Acquisition Corp. II Ordinary shares,XNAS,10.46,2026-03-24,164554,1718522,price_10_20,adv_below_5m,0.0323,0.001724,0.1751,False,adv_dollar_below_5m; adv_shares_below_300k
DRIO,DarioHealth Corp. Common Stock,XNAS,7.76,2026-03-24,17582,188864,price_5_10,adv_below_5m,0.7581,0.072122,0.4306,False,adv_dollar_below_5m; adv_shares_below_300k
DRMA,"Dermata Therapeutics, Inc. Common Stock",XNAS,1.55,2026-03-24,2761516,5767635,below_5,adv_5m_20m,0.9032,0.141089,0.7196,False,close_below_5.0
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,XNAS,7.01,2026-03-24,341313,2403460,price_5_10,adv_below_5m,0.629,0.070189,0.5177,False,adv_dollar_below_5m
DRUG,Bright Minds Biosciences Inc. Common Stock,XNAS,72.19,2026-03-24,170462,14131239,price_40_80,adv_5m_20m,0.6452,0.069638,0.6316,False,adv_shares_below_300k
DSAC,Daedalus Special Acquisition Corp. Class A Ordinary Shares,XNAS,9.94,2026-03-24,291007,2882597,price_5_10,adv_below_5m,0.1452,0.013383,0.2222,False,adv_dollar_below_5m; adv_shares_below_300k
DSGN,"Design Therapeutics, Inc. Common Stock",XNAS,10.31,2026-03-24,295577,2972432,price_10_20,adv_below_5m,0.5484,0.061017,0.4752,False,adv_dollar_below_5m; adv_shares_below_300k
DSP,Viant Technology Inc. Class A Common Stock,XNAS,11.01,2026-03-24,208076,2340354,price_10_20,adv_below_5m,0.5323,0.055326,0.4407,False,adv_dollar_below_5m; adv_shares_below_300k
DSS,"DSS, Inc.",XASE,0.92,2026-03-24,105112,115839,below_5,adv_below_5m,0.7742,0.080292,0.4337,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DSWL,Deswell Industries Inc,XNAS,3.26,2026-03-24,11130,38108,below_5,adv_below_5m,0.629,0.042033,0.2636,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DSX,"Diana Shipping, Inc.",XNYS,2.52,2026-03-24,787334,1796116,below_5,adv_below_5m,0.5484,0.048608,0.4127,False,close_below_5.0; adv_dollar_below_5m
DSY,Big Tree Cloud Holdings Limited Class A Ordinary Shares,XNAS,2.83,2026-03-24,20686,84405,below_5,adv_below_5m,0.7903,0.095663,0.4513,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DTCK,Davis Commodities Limited Class A Ordinary Shares,XNAS,1.0,2026-03-24,904977,2945702,below_5,adv_below_5m,0.8548,0.173672,0.6772,False,close_below_5.0; adv_dollar_below_5m
DTCX,"Datacentrex, Inc. Common Stock",XNAS,3.3,2026-03-24,389244,956326,below_5,adv_below_5m,0.629,0.13568,0.5302,False,close_below_5.0; adv_dollar_below_5m
DTI,Drilling Tools International Corporation Common Stock,XNAS,3.7,2026-03-24,225464,803374,below_5,adv_below_5m,0.6613,0.084067,0.4895,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DTIL,"Precision BioSciences, Inc. Common Stock",XNAS,6.4,2026-03-24,268788,1304551,price_5_10,adv_below_5m,0.4839,0.072376,0.4296,False,adv_dollar_below_5m; adv_shares_below_300k
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,XNAS,11.1,2026-03-24,3942,42875,price_10_20,adv_below_5m,0.5,0.012301,0.0912,False,adv_dollar_below_5m; adv_shares_below_300k
DTSS,Datasea Inc. Common Stock,XNAS,0.9102,2026-03-24,81011,81190,below_5,adv_below_5m,0.7742,0.124378,0.4665,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DTST,Data Storage Corporation Common Stock,XNAS,3.89,2026-03-24,22428,103092,below_5,adv_below_5m,0.5,0.04253,0.235,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DUO,Fangdd Network Group Ltd. Class A Ordinary Shares,XNAS,1.11,2026-03-24,136418,203360,below_5,adv_below_5m,0.8387,0.069827,0.4567,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DUOT,"Duos Technologies Group, Inc. Common Stock",XNAS,7.35,2026-03-24,409698,3495895,price_5_10,adv_below_5m,0.6774,0.068362,0.5526,False,adv_dollar_below_5m
DVLT,Datavault AI Inc. Common Stock,XNAS,0.6286,2026-03-24,73157617,62182385,below_5,adv_50m_100m,0.8065,0.129933,0.8395,False,close_below_5.0
DVS,Dolly Varden Silver Corporation,XASE,2.84,2026-03-24,1589030,7341375,below_5,adv_5m_20m,0.871,0.064111,0.6479,False,close_below_5.0
DWSN,Dawson Geophysical Company New Common Stock,XNAS,2.5,2026-03-24,124686,376224,below_5,adv_below_5m,0.6129,0.103905,0.4558,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DWTX,"Dogwood Therapeutics, Inc. Common Stock",XNAS,2.59,2026-03-24,60366,196574,below_5,adv_below_5m,0.7258,0.10228,0.4637,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DXLG,"Destination XL Group, Inc. Common Stock",XNAS,0.485,2026-03-24,182104,125480,below_5,adv_below_5m,0.7903,0.099151,0.4665,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
DXPE,DXP Enterprises Inc,XNAS,140.51,2026-03-24,125081,16417001,price_80_200,adv_5m_20m,0.5484,0.04795,0.5489,False,adv_shares_below_300k
DXST,Decent Holding Inc Class A Ordinary Shares,XNAS,4.16,2026-03-24,1871975,14801979,below_5,adv_5m_20m,0.9032,0.271514,0.7919,False,close_below_5.0
DYAI,"Dyadic International, Inc.",XNAS,0.8445,2026-03-24,64989,56024,below_5,adv_below_5m,0.8065,0.067262,0.4009,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EAF,GrafTech International Ltd.,XNYS,6.05,2026-03-24,351505,3489098,price_5_10,adv_below_5m,0.8065,0.089294,0.6296,False,adv_dollar_below_5m
EARN,Ellington Credit Company,XNYS,4.4,2026-03-24,485165,2464189,below_5,adv_below_5m,0.4194,0.023584,0.268,False,close_below_5.0; adv_dollar_below_5m
EBF,"Ennis, Inc.",XNYS,21.38,2026-03-24,187099,3700165,price_20_40,adv_below_5m,0.3065,0.021427,0.2627,False,adv_dollar_below_5m; adv_shares_below_300k
EBMT,"Eagle Bancorp Montana, Inc",XNAS,20.2,2026-03-24,46749,995650,price_20_40,adv_below_5m,0.4032,0.030106,0.2541,False,adv_dollar_below_5m; adv_shares_below_300k
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,XNAS,2.28,2026-03-24,9042,27182,below_5,adv_below_5m,0.7742,0.066347,0.3777,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ECBK,"ECB Bancorp, Inc. Common Stock",XNAS,16.39,2026-03-24,9444,162391,price_10_20,adv_below_5m,0.4516,0.020773,0.1239,False,adv_dollar_below_5m; adv_shares_below_300k
ECPG,"Encore Capital Group, Inc.",XNAS,70.98,2026-03-24,227615,14264166,price_40_80,adv_5m_20m,0.3871,0.031524,0.4194,False,adv_shares_below_300k
ECX,ECARX Holdings Inc. Class A Ordinary shares,XNAS,0.8816,2026-03-24,4869018,7913795,below_5,adv_5m_20m,0.7903,0.099548,0.6863,False,close_below_5.0
EDBL,Edible Garden AG Incorporated Common Stock,XNAS,1.37,2026-03-24,349630,1297172,below_5,adv_below_5m,0.7903,0.161201,0.6081,False,close_below_5.0; adv_dollar_below_5m
EDHL,Everbright Digital Holding Limited Ordinary Shares,XNAS,3.08,2026-03-24,175337,623544,below_5,adv_below_5m,0.7903,0.189704,0.5705,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EDIT,"Editas Medicine, Inc. Common Stock",XNAS,2.25,2026-03-24,1773559,3781944,below_5,adv_below_5m,0.6935,0.073477,0.573,False,close_below_5.0; adv_dollar_below_5m
EDRY,EuroDry Ltd. Common Shares,XNAS,19.93,2026-03-24,18589,359623,price_10_20,adv_below_5m,0.7097,0.052425,0.3967,False,adv_dollar_below_5m; adv_shares_below_300k
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,XNAS,1.02,2026-03-24,10044,9505,below_5,adv_below_5m,0.8387,0.048582,0.3485,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EDUC,Educational Development Corp,XNAS,1.3,2026-03-24,30706,42396,below_5,adv_below_5m,0.871,0.048426,0.3656,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EEIQ,EpicQuest Education Group International Limited Common Stock,XNAS,2.23,2026-03-24,41529,124992,below_5,adv_below_5m,0.8871,0.127816,0.5132,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EEX,"Emerald Holding, Inc.",XNYS,4.64,2026-03-24,41317,191767,below_5,adv_below_5m,0.4677,0.04947,0.2716,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EFOI,"Energy Focus, Inc.",XNAS,1.91,2026-03-24,22095,46158,below_5,adv_below_5m,0.7419,0.075715,0.3929,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EFSC,Enterprise Financial Services Corporation,XNAS,54.18,2026-03-24,211207,11884561,price_40_80,adv_5m_20m,0.4516,0.027712,0.4008,False,adv_shares_below_300k
EFSI,Eagle Financial Services Inc Common Stock,XNAS,34.32,2026-03-24,14686,550497,price_20_40,adv_below_5m,0.4839,0.023307,0.2012,False,adv_dollar_below_5m; adv_shares_below_300k
EGAN,eGain Corporation,XNAS,8.37,2026-03-24,210458,2088485,price_5_10,adv_below_5m,0.5968,0.0483,0.4403,False,adv_dollar_below_5m; adv_shares_below_300k
EGG,Enigmatig Limited,XASE,5.7,2026-03-24,14203,75776,price_5_10,adv_below_5m,0.8871,0.103773,0.4837,False,adv_dollar_below_5m; adv_shares_below_300k
EGHA,EGH Acquisition Corp. Class A Ordinary Shares,XNAS,10.18,2026-03-24,96857,994348,price_10_20,adv_below_5m,0.0161,0.001545,0.1422,False,adv_dollar_below_5m; adv_shares_below_300k
EGHT,"8x8, Inc. Common Stock",XNAS,1.76,2026-03-24,1678196,3794632,below_5,adv_below_5m,0.6935,0.064145,0.5529,False,close_below_5.0; adv_dollar_below_5m
EHGO,Eshallgo Inc. Class A Ordinary Shares,XNAS,0.1897,2026-03-24,203789,48191,below_5,adv_below_5m,0.7903,0.104297,0.4475,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
EHLD,Euroholdings Ltd. Common Stock,XNAS,7.325,2026-03-24,6764,46845,price_5_10,adv_below_5m,0.5,0.018954,0.1026,False,adv_dollar_below_5m; adv_shares_below_300k
EHTH,"eHealth, Inc.",XNAS,1.5,2026-03-24,740577,1504283,below_5,adv_below_5m,0.6774,0.08088,0.526,False,close_below_5.0; adv_dollar_below_5m
EIG,"Employers Holdings, Inc.",XNYS,40.12,2026-03-24,290188,12271304,price_40_80,adv_5m_20m,0.3871,0.025627,0.3716,False,adv_shares_below_300k
EJH,E-Home Household Service Holdings Limited Ordinary Shares,XNAS,0.102,2026-03-24,1538062,402894,below_5,adv_below_5m,0.871,0.185739,0.5717,False,close_below_5.0; adv_dollar_below_5m
ELA,Envela Corporation,XASE,17.28,2026-03-24,115772,1627866,price_10_20,adv_below_5m,0.5484,0.067501,0.4563,False,adv_dollar_below_5m; adv_shares_below_300k
ELAB,PMGC Holdings Inc. Common Stock,XNAS,2.89,2026-03-24,527257,3889139,below_5,adv_below_5m,0.871,0.167138,0.697,False,close_below_5.0; adv_dollar_below_5m
ELBM,Electra Battery Materials Corporation Common Stock,XNAS,0.564,2026-03-24,1100488,982352,below_5,adv_below_5m,0.8548,0.069439,0.539,False,close_below_5.0; adv_dollar_below_5m
ELDN,"Eledon Pharmaceuticals, Inc. Common Stock",XNAS,2.89,2026-03-24,987108,2352514,below_5,adv_below_5m,0.5323,0.068775,0.4741,False,close_below_5.0; adv_dollar_below_5m
ELLO,Ellomay Capital LTD,XASE,25.28,2026-03-23,3498,90768,price_20_40,adv_below_5m,0.8548,0.034873,0.3257,False,adv_dollar_below_5m; adv_shares_below_300k
ELMD,"Electromed, Inc.",XASE,24.7,2026-03-24,67277,1760793,price_20_40,adv_below_5m,0.5323,0.044967,0.3934,False,adv_dollar_below_5m; adv_shares_below_300k
ELME,Elme Communities,XNYS,2.01,2026-03-24,4088934,17405641,below_5,adv_5m_20m,0.4355,0.026593,0.413,False,close_below_5.0
ELOG,Eastern International Ltd. Ordinary Shares,XNAS,1.02,2026-03-24,719244,1137638,below_5,adv_below_5m,0.8871,0.137114,0.6214,False,close_below_5.0; adv_dollar_below_5m
ELSE,Electro-Sensors Inc,XNAS,4.41,2026-03-24,2880,12470,below_5,adv_below_5m,0.7419,0.016944,0.1744,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ELTK,Eltek Ltd,XNAS,8.75,2026-03-24,17918,155994,price_5_10,adv_below_5m,0.7742,0.036829,0.325,False,adv_dollar_below_5m; adv_shares_below_300k
ELTX,"Elicio Therapeutics, Inc. Common Stock",XNAS,10.55,2026-03-24,129095,1271344,price_10_20,adv_below_5m,0.4677,0.078304,0.4342,False,adv_dollar_below_5m; adv_shares_below_300k
ELUT,Elutia Inc. Class A Common Stock,XNAS,1.06,2026-03-24,303540,262790,below_5,adv_below_5m,0.7903,0.112662,0.5054,False,close_below_5.0; adv_dollar_below_5m
ELVA,Electrovaya Inc. Common Shares,XNAS,7.65,2026-03-24,548486,4943142,price_5_10,adv_below_5m,0.6935,0.073787,0.5904,False,adv_dollar_below_5m
ELWT,"Elauwit Connection, Inc. Common Stock",XNAS,6.87,2026-03-24,58984,354474,price_5_10,adv_below_5m,0.8871,0.119815,0.5509,False,adv_dollar_below_5m; adv_shares_below_300k
EMAT,Evolution Metals & Technologies Corp. Common Stock,XNAS,7.43,2026-03-24,231314,2492836,price_5_10,adv_below_5m,0.8679,0.187119,0.6717,False,adv_dollar_below_5m; adv_shares_below_300k
EME,"EMCOR Group, Inc.",XNYS,761.27,2026-03-24,369532,266729242,price_500_plus,adv_100m_plus,0.5968,0.032496,0.6584,False,close_above_500.0
EMIS,Emmis Acquisition Corp. Class A Ordinary Shares,XNAS,10.03,2026-03-20,61816,615750,price_10_20,adv_below_5m,0.1167,0.001518,0.1184,False,adv_dollar_below_5m; adv_shares_below_300k
EML,Eastern Company,XNAS,20.64,2026-03-24,17127,326947,price_20_40,adv_below_5m,0.5,0.032549,0.238,False,adv_dollar_below_5m; adv_shares_below_300k
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series due October 1, 2066",XNYS,20.65,2026-03-24,21626,449536,price_20_40,adv_below_5m,0.0968,0.006906,0.1141,False,adv_dollar_below_5m; adv_shares_below_300k
EMPD,Empery Digital Inc. Common stock,XNAS,4.31,2026-03-24,972948,4174163,below_5,adv_below_5m,0.6452,0.073041,0.5614,False,close_below_5.0; adv_dollar_below_5m
EMPG,Empro Group Inc. Ordinary shares,XNAS,17.36,2025-10-08,440248,4547257,price_10_20,adv_below_5m,0.7742,0.109978,0.6555,False,adv_dollar_below_5m
ENGN,enGene Holdings Inc. Common Stock,XNAS,6.9,2026-03-24,429914,3770766,price_5_10,adv_below_5m,0.5968,0.08043,0.5489,False,adv_dollar_below_5m
ENGS,Energys Group Limited Ordinary Shares,XNAS,1.02,2026-03-24,136775,135835,below_5,adv_below_5m,0.7742,0.109348,0.4723,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,XNAS,73.59,2026-03-24,138501,9153101,price_40_80,adv_5m_20m,0.8387,0.036435,0.5671,False,adv_shares_below_300k
ENLV,Enlivex Ltd. Ordinary Shares,XNAS,1.1,2026-03-24,350055,351269,below_5,adv_below_5m,0.8387,0.070445,0.4817,False,close_below_5.0; adv_dollar_below_5m
ENSC,"Ensysce Biosciences, Inc. Common Stock",XNAS,0.552,2026-03-24,5910030,3525909,below_5,adv_below_5m,0.8387,0.142315,0.6772,False,close_below_5.0; adv_dollar_below_5m
ENTA,"Enanta Pharmaceuticals, Inc",XNAS,12.08,2026-03-24,225193,3148806,price_10_20,adv_below_5m,0.5323,0.056415,0.4601,False,adv_dollar_below_5m; adv_shares_below_300k
ENTX,Entera Bio Ltd. Ordinary Shares,XNAS,1.03,2026-03-24,213132,316531,below_5,adv_below_5m,0.8226,0.10843,0.5222,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ENVA,"Enova International, Inc.",XNYS,137.38,2026-03-24,299982,45925407,price_80_200,adv_20m_50m,0.6452,0.036388,0.6019,False,adv_shares_below_300k
