ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
SKYQ,Sky Quarry Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001812447,BBG019XJT9D6,BBG019XJT9F4,2026-03-24T06:07:49.664238642Z
SKYT,"SkyWater Technology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001819974,BBG00ZS44LN7,BBG00ZS44MH2,2026-03-24T06:07:49.664238792Z
SKYX,SKYX Platforms Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001598981,BBG009NMGXS6,BBG009NMGXT5,2026-03-24T06:07:49.664239414Z
SLAB,Silicon Laboratories Inc,stocks,us,XNAS,CS,True,usd,0001038074,BBG000BB99S3,BBG001S5W492,2026-03-24T06:07:49.664239664Z
SLB,SLB Limited,stocks,us,XNYS,CS,True,usd,0000087347,BBG000BT41Q8,BBG001S5W4C8,2026-03-24T06:07:49.664240025Z
SLDB,Solid Biosciences Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001707502,BBG00JN4FXG8,BBG00JN4FXH7,2026-03-24T06:07:49.664240155Z
SLDE,"Slide Insurance Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001886428,BBG013PZCC16,BBG013PZCC52,2026-03-24T06:07:49.664240305Z
SLDP,"Solid Power, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001844862,BBG0112HCSY4,BBG0112HCTV5,2026-03-24T06:07:49.664240416Z
SLE,"Super League Enterprise, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001621672,BBG009XZYH65,BBG009XZYH83,2026-03-24T06:07:49.664240776Z
SLF,Sun Life Financial Inc.,stocks,us,XNYS,CS,True,usd,0001097362,BBG000LRMSB8,BBG001S7XWH6,2026-03-24T06:07:49.664240896Z
SLG,SL Green Realty Corp.,stocks,us,XNYS,CS,True,usd,0001040971,BBG000BVP5P2,BBG001S9Z1V2,2026-03-24T06:07:49.664241017Z
SLGB,Smart Logistics Global Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001987189,,,2026-03-24T06:07:49.664241267Z
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001684693,,,2026-03-24T06:07:49.664241387Z
SLGN,Silgan Holdings Inc,stocks,us,XNYS,CS,True,usd,0000849869,BBG000BPDDB6,BBG001S6VPD9,2026-03-24T06:07:49.664241648Z
SLI,Standard Lithium Ltd.,stocks,us,XASE,CS,True,usd,0001537137,BBG00GNRHX08,BBG001S8KR43,2026-03-24T06:07:49.664241908Z
SLM,SLM Corporation,stocks,us,XNAS,CS,True,usd,0001032033,BBG000BBCQD7,BBG001S5W4T0,2026-03-24T06:07:49.664242159Z
SLMT,Brera Holdings PLC Class B Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001939965,,,2026-03-24T06:07:49.664242389Z
SLND,"Southland Holdings, Inc.",stocks,us,XASE,CS,True,usd,0001883814,BBG013HD7WF1,BBG013HD7XD1,2026-03-24T06:07:49.66424276Z
SLNG,"Stabilis Solutions, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001043186,BBG000BXDQR3,BBG001SB3623,2026-03-24T06:07:49.664243011Z
SLNH,"Soluna Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000064463,BBG000DQ1559,BBG001S8KYT1,2026-03-24T06:07:49.664243141Z
SLNO,"Soleno Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001484565,BBG0024L5B86,BBG0024L5B95,2026-03-24T06:07:49.664243391Z
SLP,"Simulations Plus, Inc.",stocks,us,XNAS,CS,True,usd,0001023459,BBG000BS2ZD1,BBG001S9TQV4,2026-03-24T06:07:49.664243902Z
SLQT,"SelectQuote, Inc.",stocks,us,XNYS,CS,True,usd,0001794783,BBG000GTP1B6,BBG001SQZ7Z7,2026-03-24T06:07:49.664244313Z
SLRC,SLR Investment Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001418076,BBG000V86JM5,BBG001T1Q8N2,2026-03-24T06:07:49.664244483Z
SLS,"SELLAS Life Sciences Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001390478,BBG000VC77H7,BBG001T223C9,2026-03-24T06:07:49.664244844Z
SLSN,"Solesence, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000883107,BBG000BCLJ87,BBG001S6M0L5,2026-03-24T06:07:49.664244964Z
SLVM,Sylvamo Corporation,stocks,us,XNYS,CS,True,usd,0001856485,BBG0122M8031,BBG0122M8040,2026-03-24T06:07:49.664245545Z
SLXN,Silexion Therapeutics Corp Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002022416,,,2026-03-24T06:07:49.664246337Z
SM,SM Energy Company,stocks,us,XNYS,CS,True,usd,0000893538,BBG000BFV115,BBG001S6W0J7,2026-03-24T06:07:49.664247128Z
SMA,"SmartStop Self Storage REIT, Inc.",stocks,us,XNYS,CS,True,usd,0001585389,BBG01T1Z99G0,BBG01T1Z9BD8,2026-03-24T06:07:49.664247259Z
SMBC,Southern Missouri Bancorp,stocks,us,XNAS,CS,True,usd,0000916907,BBG000C3ZNH2,BBG001S7WWN0,2026-03-24T06:07:49.66424784Z
SMBK,"SmartFinancial, Inc.",stocks,us,XNYS,CS,True,usd,0001038773,BBG000BP08R4,BBG001SDRQW6,2026-03-24T06:07:49.66424795Z
SMC,Summit Midstream Corporation,stocks,us,XNYS,CS,True,usd,0002024218,BBG01NY19Q38,BBG01NY19Q47,2026-03-24T06:07:49.664248341Z
SMCI,"Super Micro Computer, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001375365,BBG000MYZDJ3,BBG001SQGH95,2026-03-24T06:07:49.664248581Z
SMG,The Scotts Miracle-Gro Company,stocks,us,XNYS,CS,True,usd,0000825542,BBG000BT5PG5,BBG001S5W5H0,2026-03-24T06:07:49.664249954Z
SMHI,SEACOR Marine Holdings Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001690334,BBG00BKY9L66,BBG00BKY9L84,2026-03-24T06:07:49.664250335Z
SMID,Smith-Midland Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000924719,BBG000FYWS74,BBG001S8P984,2026-03-24T06:07:49.664250565Z
SMJF,SMJ International Holdings Inc.,stocks,us,XASE,CS,True,usd,0002070954,,,2026-03-24T06:07:49.664251156Z
SMMT,Summit Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001599298,BBG00X3GQL76,BBG00X3GQL94,2026-03-24T06:07:49.664251727Z
SMP,Standard Motor Products,stocks,us,XNYS,CS,True,usd,0000093389,BBG000BT68C6,BBG001S5W5Z0,2026-03-24T06:07:49.664252639Z
SMPL,The Simply Good Foods Company Common Stock,stocks,us,XNAS,CS,True,usd,0001702744,BBG00GVP5JL4,BBG00GVP5JM3,2026-03-24T06:07:49.664252749Z
SMSI,Smith Micro Software Inc,stocks,us,XNAS,CS,True,usd,0000948708,BBG000BGWD61,BBG001S66TR4,2026-03-24T06:07:49.664253711Z
SMTC,Semtech Corp,stocks,us,XNAS,CS,True,usd,0000088941,BBG000DBKR53,BBG001S7TWW4,2026-03-24T06:07:49.664253952Z
SMTI,Sanara MedTech Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000714256,BBG000KLGDZ6,BBG001SKS528,2026-03-24T06:07:49.664254192Z
SMTK,"SmartKem, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001817760,BBG00ZL5V413,BBG00ZL5V431,2026-03-24T06:07:49.664254302Z
SMWB,Similarweb Ltd.,stocks,us,XNYS,CS,True,usd,0001842731,,,2026-03-24T06:07:49.664254893Z
SMX,SMX (Security Matters) Public Limited Company Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001940674,,,2026-03-24T06:07:49.664255004Z
SMXT,Solarmax Technology Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001519472,BBG0029YCCN6,BBG0029YCCP4,2026-03-24T06:07:49.664255114Z
SN,"SharkNinja, Inc.",stocks,us,XNYS,CS,True,usd,0001957132,,,2026-03-24T06:07:49.664256106Z
SNA,Snap-on Incorporated,stocks,us,XNYS,CS,True,usd,0000091440,BBG000BT7JW9,BBG001S5W688,2026-03-24T06:07:49.664256366Z
SNAL,"Snail, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001886894,BBG019QV0CG8,BBG019QV0D94,2026-03-24T06:07:49.664256737Z
SNAP,Snap Inc.,stocks,us,XNYS,CS,True,usd,0001564408,BBG00441QMJ7,BBG00441QMK5,2026-03-24T06:07:49.664256867Z
SNCY,"Sun Country Airlines Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001743907,BBG00Z6F8CB5,BBG00Z6F8D50,2026-03-24T06:07:49.664257198Z
SND,"Smart Sand, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001529628,BBG004P1F656,BBG004P1F665,2026-03-24T06:07:49.664257318Z
SNDA,"Sonida Senior Living, Inc.",stocks,us,XNYS,CS,True,usd,0001043000,BBG000BW7NT7,BBG001SBCJQ9,2026-03-24T06:07:49.664257428Z
SNDK,Sandisk Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0002023554,BBG01R388JG1,BBG01R388JK6,2026-03-24T06:07:49.664257528Z
SNDL,Sundial Growers Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001766600,BBG00PNJJW42,BBG00PNJJW51,2026-03-24T06:07:49.664257639Z
SNDX,"Syndax Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001395937,BBG000R33JY1,BBG001T92272,2026-03-24T06:07:49.66425812Z
SNES,"SenesTech, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001680378,BBG002VBFQL9,BBG002VBFQM8,2026-03-24T06:07:49.66425823Z
SNEX,StoneX Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000913760,BBG000BB1VJ2,BBG001S5RD07,2026-03-24T06:07:49.66425837Z
SNFCA,Security National Financial Co,stocks,us,XNAS,CS,True,usd,0000318673,BBG000C3JXB4,BBG001S6HG45,2026-03-24T06:07:49.66425848Z
SNGX,"Soligenix, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000812796,BBG000FVMHG5,BBG001SBZ0D9,2026-03-24T06:07:49.664258601Z
SNOA,"Sonoma Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001367083,BBG000M75YR0,BBG001SQ8K88,2026-03-24T06:07:49.664258821Z
SNPS,Synopsys Inc,stocks,us,XNAS,CS,True,usd,0000883241,BBG000BSFRF3,BBG001S5VTR8,2026-03-24T06:07:49.664259803Z
SNSE,"Sensei Biotherapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001829802,BBG00V3M3TP5,BBG00V3M3TR3,2026-03-24T06:07:49.664260204Z
SNT,Senstar Technologies Corporation Common Shares,stocks,us,XNAS,CS,True,usd,0001993727,BBG01M2K3B87,BBG01M2K3B96,2026-03-24T06:07:49.664260444Z
SNTG,Sentage Holdings Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001810467,,,2026-03-24T06:07:49.664260564Z
SNTI,"Senti Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001854270,BBG010WX7ZB3,BBG010WX8056,2026-03-24T06:07:49.664260815Z
SNWV,"SANUWAVE Health, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001417663,BBG000C33X21,BBG001SV44J5,2026-03-24T06:07:49.664260915Z
SNX,TD SYNNEX Corporation,stocks,us,XNYS,CS,True,usd,0001177394,BBG000CL9JV4,BBG001SFQWB2,2026-03-24T06:07:49.664261035Z
SO,The Southern Company,stocks,us,XNYS,CS,True,usd,0000092122,BBG000BT9DW0,BBG001S5W777,2026-03-24T06:07:49.664261586Z
SOBO,South Bow Corporation,stocks,us,XNYS,CS,True,usd,0002019061,BBG01Q55J4Z7,BBG01N6BVR30,2026-03-24T06:07:49.664261807Z
SOC,Sable Offshore Corp.,stocks,us,XNYS,CS,True,usd,0001831481,BBG00Z6F4C10,BBG00Z6F4C29,2026-03-24T06:07:49.664262037Z
SOCA,Solarius Capital Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0002065948,,,2026-03-24T06:07:49.664262318Z
SOFI,"SoFi Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001818874,BBG00YB1ZD58,BBG00YB1ZF08,2026-03-24T06:07:49.664263109Z
SOLS,Solstice Advanced Materials Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0002064953,BBG01X5744P5,BBG01X5744Z4,2026-03-24T06:07:49.664265133Z
SOLV,Solventum Corporation,stocks,us,XNYS,CS,True,usd,0001964738,BBG018YZH6T3,BBG018YZH6V0,2026-03-24T06:07:49.664265384Z
SON,Sonoco Products Company,stocks,us,XNYS,CS,True,usd,0000091767,BBG000D7HF89,BBG001S7M9F1,2026-03-24T06:07:49.664265854Z
SONM,"DNA X, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001178697,BBG000D5J0L9,BBG001SMF920,2026-03-24T06:07:49.664265955Z
SONO,"Sonos, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001314727,BBG001JZPSQ2,BBG001SRR9R9,2026-03-24T06:07:49.664266065Z
SOPA,Society Pass Incorporated Common Stock,stocks,us,XNAS,CS,True,usd,0001817511,BBG00QX3CQ35,BBG00QX3CQD4,2026-03-24T06:07:49.664266325Z
SOPH,SOPHiA GENETICS SA Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001840706,,,2026-03-24T06:07:49.664266696Z
SORA,AsiaStrategy Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002033515,,,2026-03-24T06:07:49.664266957Z
SORN,Soren Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002086263,,,2026-03-24T06:07:49.664267067Z
SOS,SOS Limited,stocks,us,XNYS,CS,True,usd,0001346610,,,2026-03-24T06:07:49.664267387Z
SOTK,Sono-Tek Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000806172,BBG000BTC2J5,BBG001S5W866,2026-03-24T06:07:49.664267508Z
SOUL,Soulpower Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0002025608,,,2026-03-24T06:07:49.664267618Z
SOUN,"SoundHound AI, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001840856,BBG017304ND0,BBG017304PD5,2026-03-24T06:07:49.664267969Z
SOWG,Sow Good Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001490161,BBG000QS9937,BBG001T8K210,2026-03-24T06:07:49.66426859Z
SPAI,Safe Pro Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0002011208,BBG01NL2KY76,BBG01NL2KZ37,2026-03-24T06:07:49.664269652Z
SPB,"Spectrum Brands Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0000109177,BBG000DS5588,BBG001S63S71,2026-03-24T06:07:49.664270263Z
SPCB,"SuperCom, Ltd",stocks,us,XNAS,CS,True,usd,0001291855,,,2026-03-24T06:07:49.664271095Z
SPCE,"Virgin Galactic Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001706946,BBG00HTN2CQ3,BBG00HTN2DF3,2026-03-24T06:07:49.664271315Z
SPEG,Silver Pegasus Acquisition Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002028735,,,2026-03-24T06:07:49.664272758Z
SPFI,"South Plains Financial, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001163668,BBG000QL34X6,BBG001SN2YN4,2026-03-24T06:07:49.66427394Z
SPG,"Simon Property Group, Inc.",stocks,us,XNYS,CS,True,usd,0001063761,BBG000BJ2D31,BBG001S77WM9,2026-03-24T06:07:49.66427407Z
SPGI,S&P Global Inc.,stocks,us,XNYS,CS,True,usd,0000064040,BBG000BP1Q11,BBG001S5T5M8,2026-03-24T06:07:49.664274201Z
SPH,Suburban Propane Partners L P,stocks,us,XNYS,CS,True,usd,0001005210,BBG000BJ7NF1,BBG001S6DDV6,2026-03-24T06:07:49.664274782Z
SPHL,Springview Holdings Ltd Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002002236,,,2026-03-24T06:07:49.664275152Z
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001884046,,,2026-03-24T06:07:49.664276455Z
SPMC,"Sound Point Meridian Capital, Inc.",stocks,us,XNYS,CS,True,usd,0001930147,BBG01N38KVB4,BBG01N38KW95,2026-03-24T06:07:49.664277397Z
SPNT,SiriusPoint Ltd.,stocks,us,XNYS,CS,True,usd,0001576018,,,2026-03-24T06:07:49.664278419Z
SPOK,"Spok Holdings, Inc",stocks,us,XNAS,CS,True,usd,0001289945,BBG000N4KB80,BBG001SF3J26,2026-03-24T06:07:49.6642789Z
SPOT,Spotify Technology S.A.,stocks,us,XNYS,CS,True,usd,0001639920,,,2026-03-24T06:07:49.66427916Z
SPPL,SIMPPLE LTD. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001948697,,,2026-03-24T06:07:49.66427928Z
SPRB,"Spruce Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001683553,BBG00HYZ1522,BBG00HYZ1559,2026-03-24T06:07:49.664279571Z
SPRC,SciSparc Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001611746,,,2026-03-24T06:07:49.664279851Z
SPRO,"Spero Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001701108,BBG00HXSJ1R2,BBG00HXSJ1S1,2026-03-24T06:07:49.664280112Z
SPRY,"ARS Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001671858,BBG00FZQGXG3,BBG00FZQGXH2,2026-03-24T06:07:49.664280513Z
SPSC,"SPS Commerce, Inc.",stocks,us,XNAS,CS,True,usd,0001092699,BBG000PZGB75,BBG001T65R07,2026-03-24T06:07:49.664280753Z
SPT,"Sprout Social, Inc Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001517375,BBG001K1CT23,BBG001V0K3F7,2026-03-24T06:07:49.664281394Z
SPWH,"Sportsman's Warehouse Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001132105,BBG002G8Q1H1,BBG002G8Q1J9,2026-03-24T06:07:49.664282967Z
SPXC,"SPX Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0000088205,BBG000BTGCV5,BBG001S5W9N5,2026-03-24T06:07:49.664283599Z
SQFT,"Presidio Property Trust, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001080657,BBG00HS39XJ3,BBG00HS39Y74,2026-03-24T06:07:49.664286815Z
SRAD,Sportradar Group AG Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001836470,,,2026-03-24T06:07:49.664288238Z
SRBK,"SR Bancorp, Inc. Common stock",stocks,us,XNAS,CS,True,usd,0001951276,BBG01FTV4WM6,BBG01FTV4XH0,2026-03-24T06:07:49.664288358Z
SRCE,1st Source Corp,stocks,us,XNAS,CS,True,usd,0000034782,BBG000BTH4T5,BBG001S5WB32,2026-03-24T06:07:49.664288468Z
SRE,Sempra,stocks,us,XNYS,CS,True,usd,0001032208,BBG000C2ZCH8,BBG001SBVZ73,2026-03-24T06:07:49.664288598Z
SRFM,Surf Air Mobility Inc.,stocks,us,XNYS,CS,True,usd,0001936224,BBG00X3GMTJ0,BBG00X3GMTK8,2026-03-24T06:07:49.664288999Z
SRG,"Seritage Growth Properties Class A common shares of beneficial interest, par value $0.01",stocks,us,XNYS,CS,True,usd,0001628063,BBG008NVFMN8,BBG008NVFMP6,2026-03-24T06:07:49.664289129Z
SRI,"Stoneridge, Inc",stocks,us,XNYS,CS,True,usd,0001043337,BBG000BB9Q78,BBG001S5RX58,2026-03-24T06:07:49.66428962Z
SRL,Scully Royalty Ltd. Common Shares,stocks,us,XNYS,CS,True,usd,0000016859,,,2026-03-24T06:07:49.664290031Z
SRPT,"Sarepta Therapeutics,, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000873303,BBG000BCJ161,BBG001S6KJC6,2026-03-24T06:07:49.664290392Z
SRRK,Scholar Rock Holding Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001727196,BBG00KT2RRM6,BBG00KT2RSD4,2026-03-24T06:07:49.664290652Z
SRTA,"Strata Critical Medical, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001779128,BBG00Q3Q29N4,BBG00Q3Q2BD0,2026-03-24T06:07:49.664290903Z
SRTS,"Sensus Healthcare, Inc",stocks,us,XNAS,CS,True,usd,0001494891,BBG0074FZRZ0,BBG0074FZS06,2026-03-24T06:07:49.664291183Z
SRXH,"SRX Health Solutions, Inc.",stocks,us,XASE,CS,True,usd,0001471727,BBG000QJZFS7,BBG001T7J786,2026-03-24T06:07:49.664291704Z
SRZN,"Surrozen, Inc. Common",stocks,us,XNAS,CS,True,usd,0001824893,BBG00XY94S95,BBG00XY94SB2,2026-03-24T06:07:49.664291834Z
SSAC,SPACSphere Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002081300,,,2026-03-24T06:07:49.664292295Z
SSB,SouthState Bank Corporation,stocks,us,XNYS,CS,True,usd,0000764038,BBG000BNPYN9,BBG001S9J7Z3,2026-03-24T06:07:49.664292927Z
SSBI,Summit State Bank,stocks,us,XNAS,CS,True,usd,,BBG000R7ZZX2,BBG001SRFLF8,2026-03-24T06:07:49.664293057Z
SSD,"Simpson Manufacturing Co., Inc.",stocks,us,XNYS,CS,True,usd,0000920371,BBG000JLC8L8,BBG001SB9QN0,2026-03-24T06:07:49.664293187Z
SSEA,Starry Sea Acquisition Corp Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002059165,,,2026-03-24T06:07:49.664293678Z
SSII,SS Innovations International Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001676163,BBG00FZQLG38,BBG00FZQLG47,2026-03-24T06:07:49.664294339Z
SSM,Sono Group N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001840416,,,2026-03-24T06:07:49.66429486Z
SSNC,SS&C Technologies Inc,stocks,us,XNAS,CS,True,usd,0001402436,BBG000RJ2J04,BBG001STPPK8,2026-03-24T06:07:49.664294991Z
SSP,The E.W. Scripps Company,stocks,us,XNAS,CS,True,usd,0000832428,BBG000C78J55,BBG001S6PY74,2026-03-24T06:07:49.664295251Z
SSRM,SSR Mining Inc.,stocks,us,XNAS,CS,True,usd,0000921638,BBG000C0RWX9,BBG001S6JSX5,2026-03-24T06:07:49.664295491Z
SSSS,SuRo Capital Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001509470,BBG001D2TV80,BBG001V04MT8,2026-03-24T06:07:49.664295732Z
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,stocks,us,XNAS,CS,True,usd,0001509470,,,2026-03-24T06:07:49.664295842Z
SST,"System1, Inc.",stocks,us,XNYS,CS,True,usd,0001805833,BBG00V76KZV6,BBG00V76KZW5,2026-03-24T06:07:49.664295952Z
SSTI,"SoundThinking, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001351636,BBG000Q1PX08,BBG001SM2GR1,2026-03-24T06:07:49.664296083Z
SSTK,"SHUTTERSTOCK, INC.",stocks,us,XNYS,CS,True,usd,0001549346,BBG002ZCK2V9,BBG002ZCK3M7,2026-03-24T06:07:49.664296223Z
SSYS,Stratasys Inc (ISRAEL),stocks,us,XNAS,CS,True,usd,0001517396,,,2026-03-24T06:07:49.664296624Z
ST,Sensata Technologies Holding plc,stocks,us,XNYS,CS,True,usd,0001477294,,,2026-03-24T06:07:49.664296754Z
STAA,Staar Surgical Co,stocks,us,XNAS,CS,True,usd,0000718937,BBG000C4QB95,BBG001S6MC39,2026-03-24T06:07:49.664297054Z
STAG,"STAG INDUSTRIAL, INC.",stocks,us,XNYS,CS,True,usd,0001479094,BBG000BGLFP7,BBG001T9F312,2026-03-24T06:07:49.664297175Z
STAK,STAK Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002002453,,,2026-03-24T06:07:49.664297305Z
STBA,S&T Bancorp Inc,stocks,us,XNAS,CS,True,usd,0000719220,BBG000CKB2S4,BBG001S68QG0,2026-03-24T06:07:49.664297565Z
STC,Stewart Information Services Corporation,stocks,us,XNYS,CS,True,usd,0000094344,BBG000D6YCQ9,BBG001S7KRL6,2026-03-24T06:07:49.664297926Z
STE,STERIS plc,stocks,us,XNYS,CS,True,usd,0001757898,,,2026-03-24T06:07:49.664298287Z
STEL,"Stellar Bancorp, Inc.",stocks,us,XNYS,CS,True,usd,0001473844,BBG00HZ69KP9,BBG00HZ69LD0,2026-03-24T06:07:49.664298417Z
STEM,"Stem, Inc.",stocks,us,XNYS,CS,True,usd,0001758766,BBG00XP8NQN4,BBG00XP8NRN2,2026-03-24T06:07:49.664298537Z
STEP,StepStone Group Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001796022,BBG00WXXV032,BBG00WXXV0W0,2026-03-24T06:07:49.664298798Z
STEX,Streamex Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001530766,BBG006MM6RH9,BBG006MM6RJ7,2026-03-24T06:07:49.664299038Z
STFS,Star Fashion Culture Holdings Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002003061,,,2026-03-24T06:07:49.664299609Z
STHO,Star Holdings Shares of Beneficial Interest,stocks,us,XNAS,CS,True,usd,0001953366,BBG01C70G346,BBG01C70G355,2026-03-24T06:07:49.664300221Z
STI,"Solidion Technology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001881551,BBG013KL70L2,BBG013KL71K1,2026-03-24T06:07:49.664300361Z
STIM,"Neuronetics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001227636,BBG000QX36J1,BBG001SSSWY7,2026-03-24T06:07:49.664300481Z
STKE,Sol Strategies Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001846839,BBG000BDVTD6,BBG001S8GYP0,2026-03-24T06:07:49.664300852Z
STKL,"SunOpta, Inc.",stocks,us,XNAS,CS,True,usd,0000351834,BBG000G6JF31,BBG001S6V9S9,2026-03-24T06:07:49.664301192Z
STKS,"The ONE Group Hospitality, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001399520,BBG001QJ1RL3,BBG001V1GWV8,2026-03-24T06:07:49.664301323Z
STLA,Stellantis N.V.,stocks,us,XNYS,CS,True,usd,0001605484,,,2026-03-24T06:07:49.664301443Z
STLD,Steel Dynamics Inc,stocks,us,XNAS,CS,True,usd,0001022671,BBG000HGYNZ9,BBG001S98JK5,2026-03-24T06:07:49.664301573Z
STM,STMicroelectronics N.V.,stocks,us,XNYS,CS,True,usd,0000932787,BBG000BD4GX2,BBG001S5WDM7,2026-03-24T06:07:49.664301723Z
STN,"Stantec, Inc.",stocks,us,XNYS,CS,True,usd,0001131383,BBG000BNHRC5,BBG001S6JJQ3,2026-03-24T06:07:49.664302014Z
STNE,StoneCo Ltd. Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001745431,,,2026-03-24T06:07:49.664302395Z
STNG,Scorpio Tankers Inc.,stocks,us,XNYS,CS,True,usd,0001483934,,,2026-03-24T06:07:49.664302665Z
STOK,"Stoke Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001623526,BBG00JPCBPG9,BBG00JPCBPH8,2026-03-24T06:07:49.664302786Z
STRA,"Strategic Education, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001013934,BBG000GRZDV1,BBG001S90RW2,2026-03-24T06:07:49.664303286Z
